1,5) $500 - $750,640.58,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.462374015957115,6.5
4,2) $100 - $200,194.11,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.268425008683,5.300000000000001
7,1) $0 - $100,84.49,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.436633184164753,4.4
7,3) $200 - $350,272.32,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.60697784538501,5.6000000000000005
2,1) $0 - $100,95.33,0,1,Surburban,0,Web,No E-Mail,1,0,0,0,4.557344556505487,4.6000000000000005
5,4) $350 - $500,494.26,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,6.2030616945218195,6.2
2,"6) $750 - $1,000",809.07,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.6958854398913035,6.7
3,2) $100 - $200,101.61,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,4.62114195549779,4.6000000000000005
8,1) $0 - $100,52.64,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.9634762870170617,4.0
6,4) $350 - $500,466.29,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.144807758162917,6.1000000000000005
3,"7) $1,000 +",1397.57,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,7.242490293220258,7.2
2,"6) $750 - $1,000",770.58,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,6.647143478053019,6.6000000000000005
11,2) $100 - $200,189.25,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.243068892317559,5.2
8,1) $0 - $100,66.14,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.191773707553646,4.2
12,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
9,"7) $1,000 +",1172.42,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,7.0668252677154575,7.1000000000000005
9,2) $100 - $200,151.01,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.017346059787697,5.0
5,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
11,3) $200 - $350,316.23,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,5.756469796935208,5.800000000000001
1,5) $500 - $750,616.73,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.424431326833402,6.4
2,1) $0 - $100,46.09,0,1,Urban,0,Web,No E-Mail,0,0,0,0,3.830596006732417,3.8000000000000003
12,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
1,2) $100 - $200,142.4,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.958639998977875,5.0
12,3) $200 - $350,284.54,1,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.650873841223021,5.7
2,1) $0 - $100,60.2,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.097672352314776,4.1000000000000005
4,"7) $1,000 +",1089.77,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.993721943783309,7.0
1,"6) $750 - $1,000",790.36,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.6724885378656165,6.7
4,1) $0 - $100,36.49,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.5970382504483562,3.6
12,3) $200 - $350,271.89,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,5.6053975727348,5.6000000000000005
5,3) $200 - $350,269.99,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.59838492127545,5.6000000000000005
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
5,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
3,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
1,5) $500 - $750,720.17,1,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.57948729525137,6.6000000000000005
10,3) $200 - $350,307.64,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,5.728930268188853,5.7
7,4) $350 - $500,481.56,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,6.177030834066826,6.2
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
5,4) $350 - $500,425.1,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.052324435364745,6.1000000000000005
10,1) $0 - $100,36.28,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.591266625246936,3.6
7,1) $0 - $100,32.42,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,3.4787755163075302,3.5
1,2) $100 - $200,150.93,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.016816153171337,5.0
8,5) $500 - $750,575.62,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.355447720761205,6.4
2,2) $100 - $200,145.76,0,1,Surburban,1,Web,No E-Mail,1,0,0,0,4.981961433511648,5.0
8,2) $100 - $200,171.88,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.146796558906795,5.1000000000000005
1,3) $200 - $350,209.98,1,0,Surburban,0,Web,No E-Mail,1,0,0,0,5.347012288086795,5.300000000000001
3,2) $100 - $200,166,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.111987788356544,5.1000000000000005
8,3) $200 - $350,336.76,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.819370510469463,5.800000000000001
7,4) $350 - $500,406.7,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,6.008075812913178,6.0
5,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
5,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,1,0,0,0,3.4008639927609177,3.4000000000000004
8,2) $100 - $200,130.31,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.869916227156815,4.9
2,2) $100 - $200,115.56,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.749789875598035,4.7
8,2) $100 - $200,104.94,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.653388758258566,4.7
2,3) $200 - $350,224.89,1,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,5.415611393770394,5.4
5,4) $350 - $500,354.03,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,5.869381655305767,5.9
10,2) $100 - $200,151.43,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.020123471968565,5.0
1,5) $500 - $750,513.83,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.241892471449249,6.2
2,2) $100 - $200,199.95,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,5.298067335292827,5.300000000000001
9,3) $200 - $350,239.91,0,1,Rural,0,Phone,No E-Mail,0,0,0,0,5.480263853011908,5.5
8,1) $0 - $100,43.16,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.764914140389934,3.8000000000000003
7,3) $200 - $350,329.26,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.796847712219876,5.800000000000001
10,4) $350 - $500,375.9,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.9293231505701325,5.9
4,3) $200 - $350,320.17,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,5.768852104730449,5.800000000000001
10,1) $0 - $100,35.84,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.57906458810673,3.6
5,3) $200 - $350,215.03,0,1,Urban,1,Web,No E-Mail,0,0,0,0,5.370777553277297,5.4
6,2) $100 - $200,127.2,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.845760650906022,4.800000000000001
1,4) $350 - $500,470.65,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,6.154114717993229,6.2
1,4) $350 - $500,399.72,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,5.990764301993589,6.0
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
10,3) $200 - $350,290.55,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.671775678521114,5.7
7,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
1,2) $100 - $200,188.89,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,5.241164835043728,5.2
3,3) $200 - $350,229.42,0,1,Rural,0,Multichannel,No E-Mail,0,0,0,0,5.435554384853122,5.4
1,3) $200 - $350,253.18,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,5.5341006982086824,5.5
10,2) $100 - $200,168.04,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.124202046301181,5.1000000000000005
4,2) $100 - $200,164.7,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.104125637183595,5.1000000000000005
2,1) $0 - $100,57.53,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,4.052306550875202,4.1000000000000005
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,1,1,149.28,0,3.4008639927609177,3.4000000000000004
10,3) $200 - $350,205.88,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.327293474784554,5.300000000000001
1,"7) $1,000 +",1281.48,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,7.155770938971454,7.2
3,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,1,0,0,0,3.4008639927609177,3.4000000000000004
3,5) $500 - $750,542.16,1,0,Urban,1,Phone,Mens E-Mail,1,0,0,1,6.295561160827858,6.300000000000001
6,5) $500 - $750,507.25,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.229003978705924,6.2
1,1) $0 - $100,68.5,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.22683374526818,4.2
11,1) $0 - $100,37.45,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.6230067099632284,3.6
4,1) $0 - $100,70.39,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.25405120762004,4.3
5,5) $500 - $750,556.5,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,6.3216671707156,6.300000000000001
6,2) $100 - $200,136.26,0,1,Rural,1,Web,No E-Mail,0,0,0,0,4.914564825345522,4.9
2,3) $200 - $350,203.52,1,1,Urban,1,Multichannel,No E-Mail,1,0,0,0,5.3157642801517575,5.300000000000001
8,3) $200 - $350,267.25,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.588184549905154,5.6000000000000005
3,1) $0 - $100,99.25,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.5976419195673,4.6000000000000005
5,1) $0 - $100,62.49,1,0,Rural,0,Web,No E-Mail,0,0,0,0,4.135006543940991,4.1000000000000005
5,3) $200 - $350,247.82,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.512702676188347,5.5
7,3) $200 - $350,233.4,1,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,5.452753719852455,5.5
9,5) $500 - $750,535.17,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.282584453431286,6.300000000000001
5,2) $100 - $200,119.47,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.783065293829132,4.800000000000001
7,1) $0 - $100,68.86,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.232075457910378,4.2
9,2) $100 - $200,165.62,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.109696007605554,5.1000000000000005
7,2) $100 - $200,145.89,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.982852913083804,5.0
7,5) $500 - $750,578.35,0,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,6.360179221741411,6.4
7,1) $0 - $100,93.33,1,0,Urban,0,Web,No E-Mail,0,0,0,0,4.536141599577656,4.5
5,1) $0 - $100,42.3,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.744787086052232,3.7
4,4) $350 - $500,474.94,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.1631884802666566,6.2
1,3) $200 - $350,200.26,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.299616522279656,5.300000000000001
8,"7) $1,000 +",1137.96,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,7.036992464683636,7.0
9,1) $0 - $100,51.53,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.942164162340133,3.9000000000000004
9,1) $0 - $100,34.75,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.548179572010801,3.5
1,2) $100 - $200,100.92,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.614328123772857,4.6000000000000005
7,3) $200 - $350,348.44,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.853466048950692,5.9
3,3) $200 - $350,216.08,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.37564870948436,5.4
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
12,1) $0 - $100,98.17,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.58670066970443,4.6000000000000005
5,5) $500 - $750,728.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,6.591660014493448,6.6000000000000005
9,4) $350 - $500,483.16,1,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,6.1803478617370775,6.2
4,1) $0 - $100,93.36,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.5364629879783,4.5
9,1) $0 - $100,44.68,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.799525974201,3.8000000000000003
2,2) $100 - $200,188.03,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,5.236601524567384,5.2
1,2) $100 - $200,132.46,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,4.886280713056833,4.9
8,2) $100 - $200,167.05,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.118293168802766,5.1000000000000005
3,2) $100 - $200,179.31,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.1891161515042725,5.2
3,2) $100 - $200,141.2,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,4.950177325059141,5.0
7,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
6,2) $100 - $200,113.6,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.732683506287051,4.7
9,3) $200 - $350,302.52,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.712147390987829,5.7
3,1) $0 - $100,73.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.303929948937459,4.3
1,1) $0 - $100,79.5,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.375757021660286,4.4
12,2) $100 - $200,103.6,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,4.640537329825382,4.6000000000000005
1,2) $100 - $200,137.29,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.922095476909513,4.9
6,2) $100 - $200,114.74,1,0,Urban,0,Web,No E-Mail,1,0,0,0,4.742668699173725,4.7
1,4) $350 - $500,386.11,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,5.956122302960691,6.0
8,1) $0 - $100,45.78,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,3.8238473145244205,3.8000000000000003
5,2) $100 - $200,141.74,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.95399439338211,5.0
1,5) $500 - $750,629.85,1,0,Urban,1,Web,Mens E-Mail,1,0,0,1,6.445481695798312,6.4
9,4) $350 - $500,383.77,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,5.950043414807193,6.0
6,1) $0 - $100,64.33,1,0,Rural,0,Web,No E-Mail,1,0,0,0,4.1640260854229085,4.2
4,2) $100 - $200,121.87,1,0,Rural,0,Web,No E-Mail,0,0,0,0,4.802954902835411,4.800000000000001
10,4) $350 - $500,489.29,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,6.192955360726739,6.2
4,3) $200 - $350,224.04,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.411824607341631,5.4
9,1) $0 - $100,33.63,0,1,Rural,0,Phone,No E-Mail,0,0,0,0,3.515418525752178,3.5
2,2) $100 - $200,109.81,1,0,Urban,1,Web,No E-Mail,1,0,0,0,4.698751599609622,4.7
10,2) $100 - $200,161.43,0,1,Surburban,1,Web,No E-Mail,1,0,0,0,5.084071612169438,5.1000000000000005
1,5) $500 - $750,681.12,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.523738502079842,6.5
9,2) $100 - $200,198.54,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.2909905911615756,5.300000000000001
2,4) $350 - $500,378.5,0,1,Urban,0,Web,Mens E-Mail,1,1,80.58,1,5.936216072877503,5.9
10,2) $100 - $200,131.95,0,1,Surburban,0,Phone,No E-Mail,1,0,0,0,4.882423062949333,4.9
6,2) $100 - $200,107.42,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.676746384477314,4.7
2,2) $100 - $200,102.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.63463189613771,4.6000000000000005
8,2) $100 - $200,155.75,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.048252157667562,5.0
1,2) $100 - $200,155.65,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.047609896887617,5.0
1,5) $500 - $750,563.7,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.334522195087529,6.300000000000001
6,3) $200 - $350,265.2,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.580484258311707,5.6000000000000005
7,"7) $1,000 +",1222.53,1,1,Rural,1,Phone,Mens E-Mail,1,0,0,1,7.10867776092523,7.1000000000000005
4,2) $100 - $200,127.51,1,0,Urban,1,Web,No E-Mail,0,0,0,0,4.848194792895451,4.800000000000001
8,1) $0 - $100,60.9,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,4.109233174715851,4.1000000000000005
1,3) $200 - $350,234.17,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,5.456047347313921,5.5
11,2) $100 - $200,112.61,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.723930521708934,4.7
5,2) $100 - $200,168.1,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.12455904041457,5.1000000000000005
5,1) $0 - $100,37.79,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.6320445173613978,3.6
4,1) $0 - $100,70.16,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.250778348063927,4.3
9,3) $200 - $350,297.59,0,1,Surburban,1,Phone,Mens E-Mail,1,1,118.39,1,5.6957167002438345,5.7
7,4) $350 - $500,409.76,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,6.0155716224512155,6.0
1,2) $100 - $200,111.37,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.712857991405009,4.7
7,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
2,1) $0 - $100,46.47,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.8388069430968867,3.8000000000000003
9,2) $100 - $200,129.29,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.8620579432664615,4.9
3,5) $500 - $750,708.62,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,6.5633194167014235,6.6000000000000005
10,2) $100 - $200,113.33,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.730303916744857,4.7
4,5) $500 - $750,737.33,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.603035553168237,6.6000000000000005
7,"6) $750 - $1,000",758.59,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.631461446990217,6.6000000000000005
9,1) $0 - $100,76.72,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.340162430575183,4.3
6,3) $200 - $350,334.34,0,1,Rural,0,Multichannel,Mens E-Mail,1,0,0,1,5.8121584392744845,5.800000000000001
10,3) $200 - $350,319.45,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.766600767048352,5.800000000000001
8,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
4,5) $500 - $750,739.84,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.606433946603904,6.6000000000000005
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
11,1) $0 - $100,43.51,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.772990796732589,3.8000000000000003
9,3) $200 - $350,212.32,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.358094570583897,5.4
7,5) $500 - $750,508.18,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,6.230835715526843,6.2
1,1) $0 - $100,50.62,1,0,Urban,0,Web,No E-Mail,0,0,0,0,3.9243467551169777,3.9000000000000004
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0,0,3.4008639927609177,3.4000000000000004
9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
2,3) $200 - $350,231.27,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.44358585913928,5.4
9,2) $100 - $200,189.33,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,5.243491524264258,5.2
9,4) $350 - $500,433.89,0,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,6.072791045753751,6.1000000000000005
8,1) $0 - $100,90.62,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,4.506674939238992,4.5
3,1) $0 - $100,43,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.7612001156935624,3.8000000000000003
10,2) $100 - $200,145.73,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.981755594545605,5.0
3,1) $0 - $100,80.86,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,4.392719264212625,4.4
6,5) $500 - $750,549.78,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.3095181982051765,6.300000000000001
9,1) $0 - $100,34.72,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,3.5473158897921495,3.5
1,1) $0 - $100,92.29,0,1,Rural,1,Phone,No E-Mail,1,0,0,0,4.524935793277486,4.5
4,3) $200 - $350,316.87,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,5.7584915951282545,5.800000000000001
2,2) $100 - $200,189.02,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.24185282956691,5.2
9,3) $200 - $350,301.15,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,5.70760847948973,5.7
9,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177,3.4000000000000004
1,1) $0 - $100,70.17,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.250920869264197,4.3
10,2) $100 - $200,138.83,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,4.933250163046711,4.9
2,2) $100 - $200,152.95,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,5.030111070596912,5.0
1,1) $0 - $100,75.83,1,0,Surburban,0,Phone,No E-Mail,1,0,0,0,4.328493992712844,4.3
2,3) $200 - $350,227.46,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.426974398756299,5.4
4,2) $100 - $200,186.97,1,0,Urban,1,Web,No E-Mail,0,0,0,0,5.230948176177183,5.2
5,3) $200 - $350,226.84,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,5.424244923145827,5.4
2,4) $350 - $500,458.41,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,6.127763980171312,6.1000000000000005
10,2) $100 - $200,127.29,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.846467947882343,4.800000000000001
1,5) $500 - $750,525.42,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.264197942762188,6.300000000000001
1,3) $200 - $350,303.34,1,1,Urban,0,Web,Mens E-Mail,1,0,0,1,5.7148542886232505,5.7
9,1) $0 - $100,35.4,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.5667118201397288,3.6
5,1) $0 - $100,46.09,1,0,Urban,0,Web,No E-Mail,0,0,0,0,3.830596006732417,3.8000000000000003
6,3) $200 - $350,333.21,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,5.8087729218471384,5.800000000000001
2,5) $500 - $750,584.37,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0,1,6.370534343856614,6.4
4,1) $0 - $100,78.96,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.368941395125226,4.4
