12,2) $100 - $200,150.06,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.31811184911403434
6,1) $0 - $100,42.66,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.1559866365029814
3,5) $500 - $750,549.29,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.2820286459754294
9,5) $500 - $750,506.83,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.4545807526136786
10,2) $100 - $200,115.4,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.14179246107850496
6,1) $0 - $100,40.07,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.14588500746097655
1,3) $200 - $350,259.91,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,0.5,1,0.12327039309221277
11,1) $0 - $100,53.81,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.5375727443837507
2,3) $200 - $350,278.8,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.5003650702920481
2,4) $350 - $500,428.74,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.8048592176381788
11,3) $200 - $350,228.09,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.20609799356658443
1,5) $500 - $750,640.58,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.5042460787831105
4,2) $100 - $200,194.11,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.24436821164017808
7,1) $0 - $100,84.49,0,1,Urban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.22364340947141514
2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.5404610838040946
2,1) $0 - $100,95.33,0,1,Surburban,0,Web,No E-Mail,1,0,0,0,0.5,1,0.16861293706715408
5,4) $350 - $500,494.26,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.2859224004109956
2,"6) $750 - $1,000",809.07,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.2759906586867641
8,1) $0 - $100,52.64,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.6858514048235433
6,4) $350 - $500,466.29,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.9360346454430937
3,2) $100 - $200,100.85,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.9809038484813583
3,"7) $1,000 +",1397.57,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.2626191859348338
2,"6) $750 - $1,000",770.58,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.684472124360646
3,"7) $1,000 +",1973.87,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.468788967525785
3,2) $100 - $200,133.51,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.9711445711089116
8,1) $0 - $100,31.52,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,1,0.5,0.0786181107061934
11,2) $100 - $200,189.25,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.07468563614148416
8,1) $0 - $100,66.14,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.09642559955186891
12,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.4776256240703608
9,"7) $1,000 +",1172.42,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.11955861826023695
5,3) $200 - $350,244.34,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.46622711805005823
9,2) $100 - $200,151.01,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.5440066598309096
1,2) $100 - $200,117.27,0,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.556597562965829
5,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.4113868192664569
3,5) $500 - $750,683.2,1,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.16418419104685877
1,2) $100 - $200,110.07,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.6976684272255279
2,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.2769736923073496
1,4) $350 - $500,418.68,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.4970990322248916
11,3) $200 - $350,316.23,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.6306056232055871
9,3) $200 - $350,329.96,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,0.5,1,0.3511445056195237
7,2) $100 - $200,185.73,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.006552303952103045
1,5) $500 - $750,616.73,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.8426248815742187
8,1) $0 - $100,48.87,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,1,0.5,0.1597154772806939
9,3) $200 - $350,228.8,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0,1,0.5,1,0.17651881776286826
9,2) $100 - $200,162.59,0,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,1,0.5,0.014217616483516271
12,1) $0 - $100,87.62,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.4537369853287172
3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.6905465957850297
2,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.4411491585900893
7,3) $200 - $350,229.53,1,0,Surburban,0,Web,Mens E-Mail,1,0,0,1,1,0.5,0.4731927935525667
1,4) $350 - $500,439.93,1,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.04947076819727281
5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.3677800863673917
9,3) $200 - $350,274.29,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.7772532754948537
1,3) $200 - $350,293.37,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.31745458900780144
12,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.9193657984193823
1,4) $350 - $500,407.09,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.11903033339445401
1,2) $100 - $200,142.4,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.13829118099122717
1,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.46524989868457367
4,"7) $1,000 +",1089.77,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.6601579483403147
1,"6) $750 - $1,000",790.36,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.6765753673581466
3,1) $0 - $100,39.83,0,1,Urban,1,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.20381374950170628
5,3) $200 - $350,269.99,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.4398728390589829
4,3) $200 - $350,292.61,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.10795007530823164
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.563775921931814
5,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.004387533754857231
7,1) $0 - $100,39.78,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,1,0.5,0.37360436209936254
1,5) $500 - $750,720.17,1,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.6823775234143801
4,1) $0 - $100,69.08,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.8113389389600512
10,3) $200 - $350,307.64,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.07443754872522634
7,4) $350 - $500,481.56,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.44278358591372047
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.17868392974991043
5,4) $350 - $500,425.1,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.13347789663209786
10,1) $0 - $100,36.28,1,0,Urban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.1312313915985196
7,1) $0 - $100,32.42,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.7729158881103634
8,5) $500 - $750,575.62,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.04850923546132724
8,4) $350 - $500,428,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.46398911098571993
8,2) $100 - $200,171.88,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.5922548948080504
7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,1,0.5,0.21273815002883678
8,3) $200 - $350,336.76,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.7450504312059452
4,4) $350 - $500,356.73,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.0004601837130313591
4,1) $0 - $100,52.12,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.2339193948887348
7,4) $350 - $500,406.7,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.9910526182491783
1,2) $100 - $200,181.98,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.3728596091815293
5,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0,0,0.5,1,0.1131854668491814
5,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,1,0,0,0,0.5,1,0.2718643506257272
8,2) $100 - $200,130.31,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.8580477909789822
3,1) $0 - $100,65.26,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,0.5,1,0.5492653326935945
2,2) $100 - $200,115.56,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,0.5,1,0.4537318834632188
8,2) $100 - $200,104.94,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.07221917110420562
7,1) $0 - $100,69.44,1,0,Rural,0,Web,Mens E-Mail,1,0,0,1,1,0.5,0.024412581921535503
2,3) $200 - $350,224.89,1,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.339283397575051
5,4) $350 - $500,354.03,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.8835013869367936
10,2) $100 - $200,151.43,1,0,Urban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.07992992889840134
11,1) $0 - $100,81.06,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,1,0.5,0.09557568200644317
10,1) $0 - $100,55.11,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,1,0.5,0.17891831453017026
1,5) $500 - $750,513.83,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.01623642041689366
4,"6) $750 - $1,000",770.38,0,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.3477904333084777
1,1) $0 - $100,33.5,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.45385284526180536
2,1) $0 - $100,56.25,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.6269211445493514
2,"7) $1,000 +",1093.92,1,1,Surburban,1,Web,No E-Mail,0,0,0,0,0.5,1,0.12131199576463403
1,"6) $750 - $1,000",752.8,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,0.5,1,0.27915232387404787
9,3) $200 - $350,239.91,0,1,Rural,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.029820302964586043
8,1) $0 - $100,43.16,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.43125209435377454
2,4) $350 - $500,418.81,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.3766691443584316
3,1) $0 - $100,67.4,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.6871450548696824
7,3) $200 - $350,329.26,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.3265018713174126
1,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.18683957725172096
5,1) $0 - $100,39.52,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.6509523615047222
6,1) $0 - $100,92.32,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.1991330117264244
10,4) $350 - $500,375.9,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.010521181359346543
9,3) $200 - $350,220.51,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.14881759229070957
6,1) $0 - $100,78.69,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.24070301631604551
1,2) $100 - $200,179.63,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.7374620976337809
4,3) $200 - $350,320.17,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.3843910163720111
1,2) $100 - $200,103.07,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.11916015984194739
10,1) $0 - $100,35.84,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.5525340963547212
2,1) $0 - $100,90.91,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.49938853010712236
10,2) $100 - $200,139.83,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.4221032995961379
6,2) $100 - $200,127.2,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.3313861663287868
1,4) $350 - $500,470.65,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.11620980148110094
1,1) $0 - $100,59.13,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.14528699448105653
1,4) $350 - $500,399.72,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.34562496236422946
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.28147467750487776
4,2) $100 - $200,134.24,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,0.5,1,0.9831968636772822
7,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.754812183536025
4,1) $0 - $100,87.69,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.5127070205101685
1,2) $100 - $200,188.89,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,0.5,1,0.28826118144057145
4,1) $0 - $100,49.8,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.9370498183274779
3,3) $200 - $350,229.42,0,1,Rural,0,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.2346792624043994
1,3) $200 - $350,253.18,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.7176405383833322
2,2) $100 - $200,156.4,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.8710533295414267
10,2) $100 - $200,168.04,1,0,Urban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.06252456093729808
4,2) $100 - $200,164.7,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.10724303630290477
3,2) $100 - $200,188.19,1,0,Urban,0,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.4117532130018787
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,1,1,149.28,0,1,0.5,0.5391117480927471
1,1) $0 - $100,35.23,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.8789272851149288
6,3) $200 - $350,232.94,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.8771464527264416
10,3) $200 - $350,205.88,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.6079251588100679
1,"7) $1,000 +",1281.48,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.937358302518509
3,5) $500 - $750,542.16,1,0,Urban,1,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.41563935065366786
6,5) $500 - $750,507.25,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.8956797909071501
1,1) $0 - $100,68.5,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.28135509860143937
11,1) $0 - $100,37.45,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.9596456079565557
6,1) $0 - $100,98.8,0,1,Rural,1,Phone,Mens E-Mail,1,0,0,1,1,0.5,0.1548937156115986
5,5) $500 - $750,556.5,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.2651966245129347
6,2) $100 - $200,136.26,0,1,Rural,1,Web,No E-Mail,0,0,0,0,1,0.5,0.7354678179746394
9,2) $100 - $200,172.14,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.05061158615498074
10,3) $200 - $350,320.11,0,1,Rural,0,Web,No E-Mail,0,0,0,0,0.5,1,0.1266932837841951
3,1) $0 - $100,99.25,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,0.5,1,0.2320275713271771
5,1) $0 - $100,62.49,1,0,Rural,0,Web,No E-Mail,0,0,0,0,0.5,1,0.28545681299989345
4,1) $0 - $100,72.66,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.39391724976070663
7,3) $200 - $350,340.18,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.03411467191857831
9,1) $0 - $100,54.34,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0,1,1,0.5,0.3811841777916054
5,3) $200 - $350,247.82,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.08534138472801933
2,1) $0 - $100,86.38,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.0402137387818019
7,3) $200 - $350,233.4,1,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.04480146471341484
1,"7) $1,000 +",1524.15,1,0,Rural,1,Web,No E-Mail,0,0,0,0,0.5,1,0.16594345587316606
6,1) $0 - $100,40.24,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.4233698419110751
9,5) $500 - $750,535.17,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.9261344145783224
3,5) $500 - $750,584.63,1,1,Surburban,1,Web,No E-Mail,0,0,0,0,0.5,1,0.3122197139375408
1,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.12963263449816365
5,2) $100 - $200,119.47,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.34413587793834743
7,1) $0 - $100,68.86,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.16786085446638088
3,1) $0 - $100,68.81,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.32361688606645544
9,2) $100 - $200,165.62,0,1,Urban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.4324809832120151
1,5) $500 - $750,686.08,1,1,Urban,1,Web,No E-Mail,0,0,0,0,0.5,1,0.4644369949991609
7,2) $100 - $200,145.89,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.5835001527041797
5,"6) $750 - $1,000",964.59,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,0.5,1,0.21833293315178248
7,5) $500 - $750,578.35,0,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,0.5,1,0.7681326681043213
7,1) $0 - $100,93.33,1,0,Urban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.838197425740995
4,4) $350 - $500,474.94,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.9085329258396625
7,3) $200 - $350,291.88,1,0,Urban,0,Multichannel,No E-Mail,0,0,0,0,0.5,1,0.08670299374723278
8,"7) $1,000 +",1137.96,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.5507669659366412
9,1) $0 - $100,51.53,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.2838623824985814
3,2) $100 - $200,177.36,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.2142840053583831
9,1) $0 - $100,34.75,1,0,Urban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.10079696239522262
8,4) $350 - $500,402.84,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.32462237797882865
1,"6) $750 - $1,000",960.02,1,1,Rural,1,Web,No E-Mail,1,0,0,0,0.5,1,0.3765188972833232
7,3) $200 - $350,348.44,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.8753053154531243
9,2) $100 - $200,129.46,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,1,0.5,0.105057899851979
4,3) $200 - $350,218.92,0,1,Surburban,0,Web,Mens E-Mail,1,0,0,1,0.5,1,0.9528299996833902
3,2) $100 - $200,109.34,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.9311081935421509
2,1) $0 - $100,32.18,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.2517439217034507
7,3) $200 - $350,287.73,1,1,Urban,0,Web,No E-Mail,1,0,0,0,1,0.5,0.2591425205792235
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,0.5,1,0.3397415511963716
12,1) $0 - $100,98.17,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,1,0.5,0.8401681978781395
5,5) $500 - $750,728.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.8941237458572142
9,4) $350 - $500,483.16,1,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,0.5,1,0.4152089029127639
2,5) $500 - $750,542.34,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,0.5,1,0.2189596359511362
9,1) $0 - $100,44.68,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.6004701815219051
8,2) $100 - $200,167.05,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.3674963928959114
3,2) $100 - $200,179.31,0,1,Urban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.309392800543956
1,3) $200 - $350,290.03,1,1,Urban,0,Web,No E-Mail,1,0,0,0,0.5,1,0.1508404977557205
1,1) $0 - $100,89.59,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,0.5,1,0.5569480611872522
7,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0,0,1,0.5,0.5547302279435886
6,2) $100 - $200,113.6,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,1,0.5,0.45925558619522233
9,3) $200 - $350,302.52,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,0.5,1,0.9332988965232814
12,2) $100 - $200,103.6,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.8185217442957645
1,2) $100 - $200,137.29,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,0.5,1,0.1000693663906903
6,2) $100 - $200,114.74,1,0,Urban,0,Web,No E-Mail,1,0,0,0,1,0.5,0.3457277080923935
5,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,0.5,1,0.6541740521337507
1,4) $350 - $500,386.11,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.4458885872401859
8,1) $0 - $100,45.78,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,1,0.5,0.11640458198788484
6,4) $350 - $500,358.77,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,0.5,1,0.31655214063301096
9,3) $200 - $350,205.33,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,0.5,1,0.6732419554999339
1,5) $500 - $750,629.85,1,0,Urban,1,Web,Mens E-Mail,1,0,0,1,0.5,1,0.05424242377417643
